booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score
CLR-01476,2025-04-30,2025-05-18,18,Etihad Airways,BLR,CDG,Long-Haul,Premium Economy,Round-Trip,EOWRT,B2B_Agent,GDS,1,37621.52,3598.06,41219.58,,Credit Card,0,Ticketed,,
CLR-01477,2025-08-17,2025-10-21,65,KLM,DEL,CDG,Long-Haul,Business,Round-Trip,EOWRT,Mobile_App,GDS,2,186358.82,15092.88,402903.4,1787.55,Credit Card,2,Confirmed,,5
CLR-01478,2025-06-23,2025-07-20,27,Air Canada,DEL,LHR,Long-Haul,Business,One-Way,VOWRT,B2B_Agent,GDS,2,69538.91,8899.62,156877.06,5756.46,Credit Card,0,Confirmed,,
CLR-01479,2025-08-20,2025-11-07,79,Air France,MAA,DXB,Medium-Haul,Premium Economy,Multi-City,MOWRT,B2C_Website,GDS,2,22741.61,2755.74,50994.7,0.0,Debit Card,20,Confirmed,,3
CLR-01480,2025-10-08,2025-11-01,24,Air France,BLR,SFO,Long-Haul,Economy,One-Way,VOWRT,B2C_Website,GDS,1,45702.6,4060.65,49763.25,377.81,Debit Card,2,Cancelled,Baggage not received at destination,2
CLR-01481,2025-11-23,2026-02-23,92,Emirates,BOM,LHR,Long-Haul,Business,Round-Trip,HOWRT,API_Partner,GDS,1,184536.09,36924.38,221460.47,3530.9,Bank Transfer,2,Confirmed,,5
CLR-01482,2025-11-21,2025-12-30,39,KLM,DEL,SIN,Medium-Haul,Business,One-Way,VOWRT,B2C_Website,GDS,1,33938.01,6293.09,40231.1,1320.95,Credit Card,0,Ticketed,,
CLR-01483,2025-01-15,2025-01-28,13,Air France,MAA,DXB,Medium-Haul,Economy,Round-Trip,QOWRT,API_Partner,GDS,1,22790.03,3312.26,26102.29,0.0,Credit Card,15,No-Show,,4
CLR-01484,2025-03-11,2025-04-22,42,Etihad Airways,COK,DOH,Medium-Haul,Economy,Round-Trip,LOWRT,Mobile_App,GDS,1,16910.28,2668.24,19578.52,430.38,Debit Card,11,Confirmed,,
CLR-01485,2025-03-25,2025-06-23,90,Air France,BOM,LHR,Long-Haul,Business,Round-Trip,LOWRT,B2C_Website,GDS,2,161842.01,19431.63,362547.28,1533.13,Bank Transfer,0,Cancelled,,5
CLR-01486,2025-10-11,2026-01-13,94,Lufthansa,DEL,SIN,Medium-Haul,Premium Economy,One-Way,BOWRT,B2C_Website,GDS,1,39811.34,7960.85,47772.19,0.0,Bank Transfer,0,Cancelled,,3
CLR-01487,2025-07-11,2025-08-31,51,Air Canada,COK,DOH,Medium-Haul,Business,Multi-City,EOWRT,Mobile_App,NDC,1,75582.8,11635.6,87218.4,1704.87,Credit Card,10,Confirmed,,5
CLR-01488,2025-02-13,2025-02-23,10,Emirates,DEL,CDG,Long-Haul,Economy,Multi-City,LOWRT,API_Partner,NDC,1,23834.6,4619.46,28454.06,5157.39,Credit Card,20,Ticketed,,
CLR-01489,2025-09-09,2025-12-01,83,Etihad Airways,BOM,CDG,Long-Haul,Business,Round-Trip,QOWRT,B2C_Website,NDC,4,84315.0,11949.95,385059.8,1646.42,Bank Transfer,8,Ticketed,,5
CLR-01490,2025-03-03,2025-04-06,34,KLM,BLR,CDG,Long-Haul,Business,Multi-City,BOWRT,B2B_Agent,NDC,1,67977.01,14553.91,82530.92,3357.58,Credit Card,0,Ticketed,,4
CLR-01491,2025-11-24,2026-02-20,88,Etihad Airways,CCU,BKK,Medium-Haul,Economy,Round-Trip,MOWRT,API_Partner,GDS,4,8225.19,1142.48,37470.68,6142.32,Credit Card,0,Ticketed,,
CLR-01492,2025-02-02,2025-04-10,67,Singapore Airlines,MAA,DXB,Medium-Haul,First,One-Way,LOWRT,B2C_Website,GDS,1,92652.61,11952.14,104604.75,0.0,Agent Credit,0,Ticketed,,3
CLR-01493,2025-03-26,2025-06-06,72,British Airways,BOM,CDG,Long-Haul,Economy,Multi-City,VOWRT,Mobile_App,GDS,2,52213.82,4616.27,113660.18,6942.82,Credit Card,0,Confirmed,EMD for ancillary service not reflecting,2
CLR-01494,2025-08-20,2025-10-24,65,Etihad Airways,BOM,LHR,Long-Haul,Economy,One-Way,EOWRT,B2B_Agent,NDC,3,27226.32,2230.86,88371.54,7589.8,Debit Card,0,Refunded,,2
CLR-01495,2025-06-14,2025-09-17,95,Singapore Airlines,BOM,CDG,Long-Haul,Economy,Round-Trip,,Mobile_App,GDS,1,43867.05,7248.27,51115.32,0.0,Credit Card,0,Ticketed,,5
CLR-01496,2025-06-09,2025-09-10,93,Air France,DEL,CDG,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,1,46468.34,9034.52,55502.86,534.9,Agent Credit,0,Ticketed,,4
CLR-01497,2025-08-06,2025-11-06,92,Singapore Airlines,DEL,LHR,Long-Haul,Economy,Multi-City,QOWRT,B2B_Agent,GDS,1,29816.84,2727.18,32544.02,0.0,Credit Card,4,Ticketed,,5
CLR-01498,2025-05-23,2025-07-07,45,Air Canada,BLR,SFO,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,1,26591.06,2713.53,29304.59,1140.91,Debit Card,0,Ticketed,EMD for ancillary service not reflecting,3
CLR-01499,2025-08-23,2025-12-16,115,Emirates,DEL,JFK,Long-Haul,Business,Round-Trip,EOWRT,B2B_Agent,GDS,1,104830.77,10888.23,115719.0,2157.32,UPI,0,Ticketed,,3
CLR-01500,2025-09-03,2025-11-18,76,Singapore Airlines,HYD,AMS,Long-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,4,47016.53,6377.19,213574.88,4714.57,Bank Transfer,2,Confirmed,,4
CLR-01501,2025-02-15,2025-03-31,44,KLM,BLR,SFO,Long-Haul,Business,Round-Trip,HOWRT,B2B_Agent,GDS,2,90578.14,16056.07,213268.42,1707.57,Agent Credit,0,Ticketed,,4
CLR-01502,2025-03-27,2025-03-30,3,Air France,BOM,LHR,Long-Haul,Economy,One-Way,MOWRT,B2B_Agent,GDS,1,20450.99,3145.55,23596.54,3589.52,Credit Card,0,Cancelled,,3
CLR-01503,2025-01-22,2025-02-28,37,Singapore Airlines,DEL,CDG,Long-Haul,Economy,Round-Trip,,B2B_Agent,GDS,6,54454.55,9982.49,386622.24,1683.47,Agent Credit,0,Ticketed,,5
CLR-01504,2025-11-06,2026-03-04,118,KLM,COK,DOH,Medium-Haul,Economy,Round-Trip,VOWRT,Mobile_App,GDS,2,8534.06,969.82,19007.76,4927.61,Agent Credit,0,Ticketed,,4
CLR-01505,2025-06-28,2025-08-06,39,Singapore Airlines,DEL,AUH,Medium-Haul,Business,Round-Trip,LOWRT,B2B_Agent,GDS,2,40021.52,7524.55,95092.14,0.0,Credit Card,0,Ticketed,,5
CLR-01506,2025-04-07,2025-06-30,84,Condor,MAA,SIN,Medium-Haul,Economy,Multi-City,HOWRT,API_Partner,NDC,2,20694.1,1738.07,44864.34,0.0,Credit Card,4,Ticketed,,4
CLR-01507,2025-09-02,2025-10-28,56,KLM,HYD,AMS,Long-Haul,Business,Round-Trip,LOWRT,Mobile_App,GDS,6,148112.14,21245.68,1016146.92,15734.21,Credit Card,2,Ticketed,,4
CLR-01508,2025-07-04,2025-09-07,65,Condor,BOM,CDG,Long-Haul,Economy,Round-Trip,VOWRT,API_Partner,NDC,2,39731.11,8130.87,95723.96,2660.3,Debit Card,0,Refunded,,4
CLR-01509,2025-07-21,2025-10-14,85,Air Canada,MAA,KUL,Medium-Haul,Economy,Round-Trip,LOWRT,API_Partner,NDC,1,9233.36,1217.48,10450.84,,Agent Credit,0,Ticketed,,4
CLR-01510,2025-09-07,2025-11-23,77,Air France,BLR,CDG,Long-Haul,Economy,Multi-City,BOWRT,B2C_Website,GDS,3,33439.61,3345.81,110356.26,6316.64,,0,Confirmed,,4
CLR-01511,2025-05-04,2025-06-08,35,Air France,DEL,YYZ,Long-Haul,Premium Economy,Round-Trip,QOWRT,B2B_Agent,NDC,1,71224.14,6969.31,78193.45,0.0,Credit Card,0,Ticketed,,4
CLR-01512,2025-10-15,2026-01-20,97,Emirates,CCU,BKK,Medium-Haul,Premium Economy,Multi-City,MOWRT,B2C_Website,GDS,2,42162.45,5682.51,95689.92,5702.36,Debit Card,0,Ticketed,,4
CLR-01513,2025-01-23,2025-04-06,73,Lufthansa,DEL,JFK,Long-Haul,Business,Round-Trip,HOWRT,B2B_Agent,NDC,1,102648.09,18208.16,120856.25,0.0,Credit Card,0,Ticketed,,4
CLR-01514,2025-07-26,2025-08-04,9,Etihad Airways,BLR,SFO,Long-Haul,Economy,Multi-City,LOWRT,B2B_Agent,GDS,2,38470.81,7169.94,91281.5,5398.67,Bank Transfer,0,Ticketed,,
CLR-01515,2025-06-27,2025-07-18,21,Air France,MAA,DXB,Medium-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,1,21832.96,3983.39,25816.35,1876.1,Credit Card,16,Confirmed,,5
CLR-01516,2025-02-16,2025-05-01,74,Lufthansa,HYD,LHR,Long-Haul,Economy,Round-Trip,HOWRT,Mobile_App,GDS,1,26060.71,3501.59,29562.3,3220.29,Credit Card,0,Cancelled,,3
CLR-01517,2025-05-29,2025-06-20,22,British Airways,BOM,CDG,Long-Haul,Economy,Multi-City,YOWRT,B2B_Agent,GDS,3,25719.09,4738.2,91371.87,7384.01,Credit Card,0,Refunded,EMD for ancillary service not reflecting,2
CLR-01518,2025-12-16,2026-03-19,93,American Airlines,DEL,JFK,Long-Haul,Business,Round-Trip,BOWRT,B2B_Agent,GDS,1,170875.92,26589.32,197465.24,3392.37,Bank Transfer,11,Ticketed,,3
CLR-01519,2025-02-02,2025-05-04,91,KLM,DEL,CDG,Long-Haul,Premium Economy,Round-Trip,YOWRT,B2B_Agent,GDS,3,86178.18,9417.01,286785.57,6929.24,Debit Card,0,Ticketed,,4
CLR-01520,2025-09-21,2025-10-27,36,Air France,DEL,AUH,Medium-Haul,Economy,One-Way,LOWRT,Mobile_App,GDS,1,24794.12,2090.67,26884.79,495.28,Credit Card,11,Ticketed,,4
CLR-01521,2025-06-18,2025-08-11,54,KLM,BOM,FRA,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,3,31406.34,4716.78,108369.36,8423.81,UPI,0,Refunded,,3
CLR-01522,2025-09-14,2025-10-30,46,Singapore Airlines,HYD,AMS,Long-Haul,First,One-Way,VOWRT,B2B_Agent,GDS,1,179204.58,21274.31,200478.89,3296.01,Debit Card,0,Ticketed,,4
CLR-01523,2025-03-10,2025-06-09,91,KLM,CCU,BKK,Medium-Haul,Business,Round-Trip,YOWRT,B2C_Website,GDS,2,80917.53,17314.63,196464.32,2123.8,Credit Card,16,Ticketed,,5
CLR-01524,2025-02-09,2025-05-13,93,British Airways,DEL,JFK,Long-Haul,Economy,One-Way,YOWRT,B2C_Website,GDS,3,44043.07,7115.9,153476.91,0.0,Bank Transfer,0,Ticketed,,4
CLR-01525,2025-10-30,2026-02-04,97,Lufthansa,COK,DOH,Medium-Haul,Business,Round-Trip,QOWRT,Mobile_App,GDS,1,29826.11,3984.79,33810.9,,Bank Transfer,0,Ticketed,EMD for ancillary service not reflecting,1
CLR-01526,2025-11-21,2026-02-21,92,British Airways,COK,DOH,Medium-Haul,Business,One-Way,MOWRT,B2B_Agent,NDC,4,51563.07,7566.52,236518.36,1885.75,Agent Credit,13,Cancelled,,3
CLR-01527,2025-02-21,2025-05-07,75,American Airlines,DEL,LHR,Long-Haul,Economy,Round-Trip,BOWRT,API_Partner,GDS,4,39626.85,5883.66,182042.04,0.0,Debit Card,0,Confirmed,,4
CLR-01528,2025-10-09,2026-01-01,84,Emirates,DEL,SIN,Medium-Haul,Premium Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,30734.27,2708.88,66886.3,0.0,Agent Credit,16,Cancelled,PNR not found in airline system after ticketing,1
CLR-01529,2025-10-16,2025-11-27,42,Air France,HYD,LHR,Long-Haul,Economy,Round-Trip,QOWRT,API_Partner,GDS,3,46344.39,3791.87,150408.78,0.0,Bank Transfer,0,Refunded,Unable to add extra baggage through portal,2
CLR-01530,2025-04-29,2025-07-19,81,Emirates,MAA,KUL,Medium-Haul,Economy,One-Way,YOWRT,API_Partner,GDS,2,17426.03,2068.14,38988.34,607.31,Debit Card,0,Confirmed,,3
CLR-01531,2025-11-23,2025-12-26,33,American Airlines,HYD,AMS,Long-Haul,Premium Economy,Round-Trip,HOWRT,B2B_Agent,GDS,1,72150.34,14457.1,86607.44,0.0,Credit Card,0,Confirmed,,4
CLR-01532,2025-03-13,2025-04-14,32,British Airways,DEL,SIN,Medium-Haul,Premium Economy,Round-Trip,MOWRT,B2C_Website,GDS,2,39840.56,7881.1,95443.32,10772.39,Credit Card,0,Confirmed,,3
CLR-01533,2025-04-22,2025-06-30,69,Air Canada,BOM,FRA,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,NDC,2,26531.8,4687.67,62438.94,1133.64,Agent Credit,1,Confirmed,,3
CLR-01534,2025-02-10,2025-04-22,71,KLM,DEL,AUH,Medium-Haul,Economy,Round-Trip,YOWRT,API_Partner,NDC,2,13799.04,2705.84,33009.76,6711.08,Debit Card,0,Ticketed,,5
CLR-01535,2025-03-21,2025-05-28,68,American Airlines,BOM,FRA,Long-Haul,Business,Round-Trip,BOWRT,B2B_Agent,GDS,4,150556.44,12317.25,651494.76,5129.6,Debit Card,0,Ticketed,,5
CLR-01536,2025-08-27,2025-09-05,9,Lufthansa,COK,DOH,Medium-Haul,Economy,Round-Trip,LOWRT,API_Partner,GDS,1,13378.04,1917.94,15295.98,0.0,UPI,0,Ticketed,,4
CLR-01537,2025-11-06,2026-01-19,74,KLM,BOM,DXB,Medium-Haul,Business,Multi-City,HOWRT,B2B_Agent,NDC,3,71780.89,10529.2,246930.27,1931.02,Debit Card,12,Ticketed,,4
CLR-01538,2025-09-30,2025-10-02,2,British Airways,BOM,CDG,Long-Haul,Economy,Multi-City,MOWRT,API_Partner,GDS,1,29703.05,2627.96,32331.01,2870.13,Agent Credit,7,Refunded,,5
CLR-01539,2025-10-23,2025-11-12,20,Air Canada,DEL,JFK,Long-Haul,Premium Economy,Round-Trip,HOWRT,API_Partner,NDC,2,36872.41,7407.69,88560.2,3667.4,Agent Credit,0,Ticketed,,3
CLR-01540,2025-03-16,2025-05-15,60,Lufthansa,MAA,SIN,Medium-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,3,17860.1,2585.73,61337.49,2944.2,UPI,0,Refunded,Coupon status shows used but passenger never flew,1
CLR-01541,2025-08-16,2025-11-21,97,Lufthansa,HYD,AMS,Long-Haul,Economy,Multi-City,EOWRT,B2C_Website,GDS,3,24289.11,3887.9,84531.03,1770.83,UPI,13,Ticketed,,5
CLR-01542,2025-02-18,2025-06-15,117,American Airlines,HYD,LHR,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,NDC,1,20799.13,3893.91,24693.04,0.0,,10,Ticketed,,4
CLR-01543,2025-10-24,2026-02-06,105,Lufthansa,DEL,SIN,Medium-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,3,9570.43,963.61,31602.12,2518.57,Debit Card,15,Ticketed,,
CLR-01544,2025-10-03,2025-10-26,23,Air France,COK,DOH,Medium-Haul,Economy,One-Way,LOWRT,API_Partner,GDS,2,14716.02,3099.3,35630.64,892.93,Credit Card,6,Cancelled,,4
CLR-01545,2025-01-08,2025-02-08,31,Lufthansa,COK,DOH,Medium-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,4,12781.89,1167.03,55795.68,0.0,Agent Credit,0,Confirmed,,2
CLR-01546,2025-07-30,2025-08-30,31,Lufthansa,CCU,BKK,Medium-Haul,Economy,Round-Trip,LOWRT,API_Partner,NDC,3,9230.3,1707.77,32814.21,17034.91,Debit Card,4,Ticketed,,5
CLR-01547,2025-02-10,2025-02-15,5,Lufthansa,CCU,BKK,Medium-Haul,Premium Economy,One-Way,YOWRT,API_Partner,GDS,1,23463.54,3818.91,27282.45,0.0,Bank Transfer,0,Ticketed,,5
CLR-01548,2025-01-13,2025-03-08,54,Emirates,CCU,BKK,Medium-Haul,Economy,Multi-City,EOWRT,B2B_Agent,GDS,1,23456.02,3290.42,26746.44,0.0,,0,Ticketed,,4
CLR-01549,2025-02-04,2025-04-28,83,Emirates,DEL,LHR,Long-Haul,Business,One-Way,YOWRT,B2C_Website,GDS,2,191252.46,32401.45,447307.82,0.0,Debit Card,0,Cancelled,Meal preference not available onboard,2
CLR-01550,2025-06-12,2025-07-28,46,KLM,BOM,LHR,Long-Haul,Economy,Round-Trip,EOWRT,Mobile_App,GDS,1,23457.37,4571.76,28029.13,0.0,Bank Transfer,0,Ticketed,Visa rejected but non-refundable ticket purchased,1
CLR-01551,2025-03-22,2025-05-15,54,Lufthansa,BOM,CDG,Long-Haul,Economy,Round-Trip,BOWRT,Mobile_App,GDS,2,54508.26,5397.51,119811.54,0.0,Bank Transfer,0,Ticketed,,4
CLR-01552,2025-03-19,2025-06-28,101,British Airways,DEL,JFK,Long-Haul,Economy,Round-Trip,BOWRT,Mobile_App,NDC,4,35620.49,4809.4,161719.56,2841.95,Bank Transfer,1,Ticketed,,4
CLR-01553,2025-05-28,2025-08-08,72,Condor,DEL,YYZ,Long-Haul,Business,Round-Trip,YOWRT,B2C_Website,NDC,1,160291.91,18935.84,179227.75,6774.7,Bank Transfer,0,No-Show,,4
CLR-01554,2025-01-27,2025-03-30,62,Air Canada,BOM,LHR,Long-Haul,Economy,One-Way,VOWRT,B2C_Website,NDC,1,35717.5,4114.64,39832.14,0.0,UPI,0,Ticketed,,
CLR-01555,2025-09-03,2025-10-11,38,Singapore Airlines,BOM,LHR,Long-Haul,Economy,One-Way,YOWRT,B2B_Agent,NDC,1,46304.02,9222.29,55526.31,2671.61,Credit Card,0,Confirmed,,3
CLR-01556,2025-12-14,2026-02-27,75,Air France,MAA,KUL,Medium-Haul,Economy,One-Way,MOWRT,B2C_Website,GDS,1,18330.91,3284.85,21615.76,5159.96,Debit Card,4,Ticketed,,
CLR-01557,2025-08-24,2025-10-04,41,Air Canada,BLR,FRA,Long-Haul,Business,One-Way,LOWRT,B2C_Website,NDC,1,82116.22,16110.79,98227.01,3650.19,Bank Transfer,0,Refunded,,4
CLR-01558,2025-01-22,2025-03-30,67,American Airlines,DEL,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,1,9580.87,1107.11,10687.98,4675.19,Credit Card,0,Ticketed,,5
CLR-01559,2025-01-21,2025-04-05,74,Emirates,DEL,YYZ,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,5,39103.66,8306.13,237048.95,2774.0,Credit Card,13,Ticketed,,4
CLR-01560,2025-01-27,2025-04-04,67,Air Canada,DEL,LHR,Long-Haul,Business,Multi-City,LOWRT,API_Partner,GDS,2,178154.29,15042.92,386394.42,0.0,Agent Credit,0,Ticketed,,3
CLR-01561,2025-06-13,2025-08-17,65,Etihad Airways,BOM,FRA,Long-Haul,Economy,One-Way,HOWRT,B2B_Agent,GDS,1,34043.05,5373.03,39416.08,2373.13,Agent Credit,5,Ticketed,,4
CLR-01562,2025-09-09,2025-12-16,98,Singapore Airlines,DEL,SIN,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2C_Website,GDS,1,33510.33,4577.74,38088.07,3961.02,UPI,0,Ticketed,,4
CLR-01563,2025-08-02,2025-08-29,27,British Airways,DEL,CDG,Long-Haul,Economy,One-Way,MOWRT,B2C_Website,GDS,3,45701.46,8996.12,164092.74,3142.31,,15,Refunded,Baggage not received at destination,3
CLR-01564,2025-03-04,2025-03-11,7,Air Canada,DEL,YYZ,Long-Haul,First,Round-Trip,MOWRT,B2B_Agent,GDS,1,223197.86,22896.97,246094.83,5016.51,Agent Credit,0,Ticketed,,4
CLR-01565,2025-03-18,2025-07-11,115,KLM,BLR,CDG,Long-Haul,Business,Round-Trip,MOWRT,B2C_Website,GDS,3,144207.02,29243.12,520350.42,2836.07,Agent Credit,0,Ticketed,,
CLR-01566,2025-01-31,2025-05-19,108,Condor,DEL,AUH,Medium-Haul,First,Round-Trip,MOWRT,API_Partner,NDC,2,118706.6,17732.29,272877.78,0.0,Credit Card,2,Confirmed,,3
CLR-01567,2025-01-31,2025-02-06,6,KLM,MAA,KUL,Medium-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,2,16165.05,3555.54,39441.18,,Credit Card,11,Ticketed,,4
CLR-01568,2025-04-02,2025-07-01,90,Etihad Airways,BOM,FRA,Long-Haul,Economy,Round-Trip,VOWRT,B2C_Website,NDC,2,35816.82,6472.12,84577.88,6283.47,Agent Credit,0,Refunded,Visa rejected but non-refundable ticket purchased,2
CLR-01569,2025-02-04,2025-03-17,41,Air Canada,HYD,LHR,Long-Haul,First,Round-Trip,LOWRT,B2B_Agent,GDS,1,191758.41,27888.39,219646.8,3287.88,,0,Confirmed,,3
CLR-01570,2025-07-21,2025-11-15,117,Condor,MAA,SIN,Medium-Haul,Economy,Round-Trip,EOWRT,API_Partner,GDS,1,10630.39,1997.58,12627.97,0.0,UPI,6,Ticketed,,3
CLR-01571,2025-12-21,2026-04-11,111,Singapore Airlines,DEL,YYZ,Long-Haul,Economy,Multi-City,MOWRT,B2B_Agent,GDS,2,51764.44,7520.89,118570.66,0.0,Agent Credit,8,Refunded,Duplicate charge on credit card for same booking,2
CLR-01572,2025-12-01,2026-02-11,72,Air Canada,CCU,BKK,Medium-Haul,Economy,One-Way,QOWRT,API_Partner,NDC,1,8189.29,1497.91,9687.2,2222.67,Credit Card,0,Ticketed,Infant ticket pricing seems incorrect,2
CLR-01573,2025-06-25,2025-10-22,119,Singapore Airlines,BLR,SFO,Long-Haul,Business,Round-Trip,HOWRT,Mobile_App,GDS,1,135076.31,22090.14,157166.45,1866.27,Debit Card,0,Refunded,,3
CLR-01574,2025-08-17,2025-11-14,89,KLM,BLR,CDG,Long-Haul,Business,Round-Trip,VOWRT,B2B_Agent,GDS,1,170916.02,17804.69,188720.71,383.56,Agent Credit,0,Ticketed,,5
CLR-01575,2025-08-02,2025-11-08,98,Lufthansa,MAA,SIN,Medium-Haul,Economy,Multi-City,MOWRT,B2B_Agent,NDC,3,21090.36,2420.26,70531.86,,Bank Transfer,0,Ticketed,,4
CLR-01576,2025-03-27,2025-06-10,75,KLM,BOM,FRA,Long-Haul,Premium Economy,Round-Trip,LOWRT,B2C_Website,NDC,2,48258.13,9049.73,114615.72,2107.61,UPI,0,Ticketed,,3
CLR-01577,2025-01-05,2025-04-09,94,British Airways,DEL,LHR,Long-Haul,Business,Round-Trip,HOWRT,B2B_Agent,GDS,4,173226.77,35904.88,836526.6,10836.01,Credit Card,0,Cancelled,,2
CLR-01578,2025-01-25,2025-03-10,44,Condor,CCU,BKK,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,3,18790.98,4032.55,68470.59,2249.48,Credit Card,10,Ticketed,,
CLR-01579,2025-05-13,2025-06-01,19,KLM,HYD,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,4,46671.98,4070.75,202970.92,4487.58,Agent Credit,0,Ticketed,,5
CLR-01580,2025-05-06,2025-06-04,29,Air Canada,MAA,SIN,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2B_Agent,GDS,3,37625.78,5068.34,128082.36,14181.52,Agent Credit,8,Confirmed,,3
CLR-01581,2025-05-29,2025-08-21,84,Lufthansa,DEL,CDG,Long-Haul,Economy,Multi-City,HOWRT,B2B_Agent,GDS,3,24707.13,5047.08,89262.63,0.0,Credit Card,0,Ticketed,,5
CLR-01582,2025-04-22,2025-07-17,86,American Airlines,BLR,SFO,Long-Haul,Business,Round-Trip,VOWRT,Mobile_App,GDS,2,127571.69,10443.65,276030.68,4065.72,Credit Card,0,Refunded,Meal preference not available onboard,2
CLR-01583,2025-08-31,2025-11-05,66,American Airlines,HYD,LHR,Long-Haul,Economy,One-Way,MOWRT,Mobile_App,NDC,2,31546.08,5231.96,73556.08,0.0,Agent Credit,0,Ticketed,,3
CLR-01584,2025-04-29,2025-08-23,116,KLM,BOM,LHR,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,1,41340.8,6029.22,47370.02,6605.95,,0,Refunded,,5
CLR-01585,2025-09-12,2025-09-23,11,Lufthansa,DEL,LHR,Long-Haul,Economy,One-Way,LOWRT,B2B_Agent,GDS,3,27602.87,3070.8,92021.01,5251.26,Credit Card,0,Confirmed,,2
CLR-01586,2025-09-28,2025-11-23,56,Emirates,DEL,YYZ,Long-Haul,Business,Round-Trip,LOWRT,B2C_Website,GDS,2,123213.88,20998.84,288425.44,0.0,UPI,0,Refunded,"Flight delayed by 3 hours, requesting compensation",2
CLR-01587,2025-07-21,2025-07-24,3,British Airways,MAA,SIN,Medium-Haul,Economy,Round-Trip,BOWRT,API_Partner,GDS,2,22730.19,4195.46,53851.3,1284.93,Credit Card,0,Confirmed,,4
CLR-01588,2025-05-10,2025-06-26,47,American Airlines,BOM,FRA,Long-Haul,Economy,Round-Trip,EOWRT,Mobile_App,GDS,4,21086.97,4449.26,102144.92,4105.33,Debit Card,0,Refunded,Meal preference not available onboard,2
CLR-01589,2025-06-02,2025-06-25,23,Air Canada,DEL,LHR,Long-Haul,Economy,Multi-City,BOWRT,Mobile_App,GDS,3,31382.13,4720.36,108307.47,2841.22,Debit Card,11,Ticketed,,5
CLR-01590,2025-06-12,2025-07-22,40,KLM,DEL,YYZ,Long-Haul,Business,Round-Trip,MOWRT,API_Partner,GDS,5,159268.47,22666.26,909673.65,17943.44,UPI,0,Ticketed,,5
CLR-01591,2025-11-13,2026-02-13,92,American Airlines,MAA,KUL,Medium-Haul,First,One-Way,HOWRT,B2C_Website,GDS,3,124328.9,12956.11,411855.03,6575.55,Credit Card,0,Ticketed,,3
CLR-01592,2025-06-30,2025-08-07,38,Singapore Airlines,BLR,SFO,Long-Haul,Business,Round-Trip,EOWRT,B2C_Website,GDS,2,167640.88,32053.22,399388.2,0.0,UPI,0,Refunded,"Connection time too short, missed connecting flight",1
CLR-01593,2025-06-13,2025-06-24,11,Emirates,DEL,AUH,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,3,17606.06,2388.36,59983.26,0.0,UPI,12,No-Show,,2
CLR-01594,2025-03-22,2025-06-15,85,Emirates,HYD,AMS,Long-Haul,Business,Multi-City,MOWRT,API_Partner,NDC,2,117041.28,20895.13,275872.82,0.0,Agent Credit,15,Cancelled,,3
CLR-01595,2025-04-22,2025-08-11,111,Condor,BOM,LHR,Long-Haul,Business,Round-Trip,QOWRT,B2B_Agent,NDC,1,150591.78,22540.41,173132.19,375.35,,7,Ticketed,,
CLR-01596,2025-10-30,2025-12-26,57,KLM,BOM,CDG,Long-Haul,Economy,Round-Trip,EOWRT,B2C_Website,GDS,2,50042.68,4212.52,108510.4,2926.7,Bank Transfer,0,Ticketed,,4
CLR-01597,2025-05-20,2025-07-20,61,KLM,BLR,FRA,Long-Haul,Economy,Round-Trip,MOWRT,API_Partner,NDC,1,36316.9,7022.0,43338.9,0.0,Credit Card,0,Refunded,,4
CLR-01598,2025-07-14,2025-09-15,63,American Airlines,COK,DOH,Medium-Haul,Premium Economy,One-Way,QOWRT,B2C_Website,GDS,1,19781.24,3489.41,23270.65,1311.69,Agent Credit,13,Refunded,,
CLR-01599,2025-11-08,2025-12-05,27,Condor,CCU,BKK,Medium-Haul,Economy,Multi-City,MOWRT,B2C_Website,NDC,2,19866.61,2300.42,44334.06,0.0,Credit Card,13,Ticketed,,
