booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score,calculated_lead_time,expected_total_fare,route,booking_month,booking_day,travel_month,fare_per_passenger,booking_window,loyalty_segment,is_cancelled,lead_time_bin,fare_quintile,booking_month_name,customer_type
CLR-01560,2025-01-27,2025-04-04,67,Air Canada,DEL,LHR,Long-Haul,Business,Multi-City,LOWRT,API_Partner,GDS,2,178154.29,15042.92,386394.42,0.0,Agent Credit,0,Ticketed,No,3.0,67,386394.42000000004,DEL → LHR,1,Monday,April,193197.21,Planned,New,0,31-90d,"Q5
(Highest)",Jan,New Customer
CLR-01561,2025-06-13,2025-08-17,65,Etihad Airways,BOM,FRA,Long-Haul,Economy,One-Way,HOWRT,B2B_Agent,GDS,1,34043.05,5373.03,39416.08,2373.13,Agent Credit,5,Ticketed,No,4.0,65,39416.08,BOM → FRA,6,Friday,August,39416.08,Planned,Occasional,0,31-90d,Q2,Jun,Repeat Customer
CLR-01562,2025-09-09,2025-12-16,98,Singapore Airlines,DEL,SIN,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2C_Website,GDS,1,33510.33,4577.74,38088.07,3961.02,UPI,0,Ticketed,No,4.0,98,38088.07,DEL → SIN,9,Tuesday,December,38088.07,Early_Bird,New,0,91-180d,Q2,Sep,New Customer
CLR-01563,2025-08-02,2025-08-29,27,British Airways,DEL,CDG,Long-Haul,Economy,One-Way,MOWRT,B2C_Website,GDS,3,45701.46,8996.12,164092.74,3142.31,Unknown,15,Refunded,Baggage not received at destination,3.0,27,164092.74,DEL → CDG,8,Saturday,August,54697.579999999994,Short_Term,Frequent,1,8-30d,Q4,Aug,Repeat Customer
CLR-01564,2025-03-04,2025-03-11,7,Air Canada,DEL,YYZ,Long-Haul,First,Round-Trip,MOWRT,B2B_Agent,GDS,1,223197.86,22896.97,246094.83,5016.51,Agent Credit,0,Ticketed,No,4.0,7,246094.83,DEL → YYZ,3,Tuesday,March,246094.83,Last_Minute,New,0,0-7d,"Q5
(Highest)",Mar,New Customer
CLR-01565,2025-03-18,2025-07-11,115,KLM,BLR,CDG,Long-Haul,Business,Round-Trip,MOWRT,B2C_Website,GDS,3,144207.02,29243.12,520350.42,2836.07,Agent Credit,0,Ticketed,No,4.0,115,520350.4199999999,BLR → CDG,3,Tuesday,July,173450.13999999998,Early_Bird,New,0,91-180d,"Q5
(Highest)",Mar,New Customer
CLR-01566,2025-01-31,2025-05-19,108,Condor,DEL,AUH,Medium-Haul,First,Round-Trip,MOWRT,API_Partner,NDC,2,118706.6,17732.29,272877.78,0.0,Credit Card,2,Confirmed,No,3.0,108,272877.78,DEL → AUH,1,Friday,May,136438.89,Early_Bird,Occasional,0,91-180d,"Q5
(Highest)",Jan,Repeat Customer
CLR-01567,2025-01-31,2025-02-06,6,KLM,MAA,KUL,Medium-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,2,16165.05,3555.54,39441.18,0.0,Credit Card,11,Ticketed,No,4.0,6,39441.18,MAA → KUL,1,Friday,February,19720.59,Last_Minute,Frequent,0,0-7d,Q2,Jan,Repeat Customer
CLR-01568,2025-04-02,2025-07-01,90,Etihad Airways,BOM,FRA,Long-Haul,Economy,Round-Trip,VOWRT,B2C_Website,NDC,2,35816.82,6472.12,84577.88,6283.47,Agent Credit,0,Refunded,Visa rejected but non-refundable ticket purchased,2.0,90,84577.88,BOM → FRA,4,Wednesday,July,42288.94,Planned,New,1,31-90d,Q3,Apr,New Customer
CLR-01569,2025-02-04,2025-03-17,41,Air Canada,HYD,LHR,Long-Haul,First,Round-Trip,LOWRT,B2B_Agent,GDS,1,191758.41,27888.39,219646.8,3287.88,Unknown,0,Confirmed,No,3.0,41,219646.8,HYD → LHR,2,Tuesday,March,219646.8,Planned,New,0,31-90d,"Q5
(Highest)",Feb,New Customer
CLR-01570,2025-07-21,2025-11-15,117,Condor,MAA,SIN,Medium-Haul,Economy,Round-Trip,EOWRT,API_Partner,GDS,1,10630.39,1997.58,12627.97,0.0,UPI,6,Ticketed,No,3.0,117,12627.97,MAA → SIN,7,Monday,November,12627.97,Early_Bird,Regular,0,91-180d,"Q1
(Lowest)",Jul,Repeat Customer
CLR-01571,2025-12-21,2026-04-11,111,Singapore Airlines,DEL,YYZ,Long-Haul,Economy,Multi-City,MOWRT,B2B_Agent,GDS,2,51764.44,7520.89,118570.66,0.0,Agent Credit,8,Refunded,Duplicate charge on credit card for same booking,2.0,111,118570.66,DEL → YYZ,12,Sunday,April,59285.33,Early_Bird,Regular,1,91-180d,Q4,Dec,Repeat Customer
CLR-01572,2025-12-01,2026-02-11,72,Air Canada,CCU,BKK,Medium-Haul,Economy,One-Way,QOWRT,API_Partner,NDC,1,8189.29,1497.91,9687.2,2222.67,Credit Card,0,Ticketed,Infant ticket pricing seems incorrect,2.0,72,9687.2,CCU → BKK,12,Monday,February,9687.2,Planned,New,0,31-90d,"Q1
(Lowest)",Dec,New Customer
CLR-01573,2025-06-25,2025-10-22,119,Singapore Airlines,BLR,SFO,Long-Haul,Business,Round-Trip,HOWRT,Mobile_App,GDS,1,135076.31,22090.14,157166.45,1866.27,Debit Card,0,Refunded,No,3.0,119,157166.45,BLR → SFO,6,Wednesday,October,157166.45,Early_Bird,New,1,91-180d,Q4,Jun,New Customer
CLR-01574,2025-08-17,2025-11-14,89,KLM,BLR,CDG,Long-Haul,Business,Round-Trip,VOWRT,B2B_Agent,GDS,1,170916.02,17804.69,188720.71,383.56,Agent Credit,0,Ticketed,No,5.0,89,188720.71,BLR → CDG,8,Sunday,November,188720.71,Planned,New,0,31-90d,"Q5
(Highest)",Aug,New Customer
CLR-01575,2025-08-02,2025-11-08,98,Lufthansa,MAA,SIN,Medium-Haul,Economy,Multi-City,MOWRT,B2B_Agent,NDC,3,21090.36,2420.26,70531.86,0.0,Bank Transfer,0,Ticketed,No,4.0,98,70531.86000000002,MAA → SIN,8,Saturday,November,23510.62,Early_Bird,New,0,91-180d,Q3,Aug,New Customer
CLR-01576,2025-03-27,2025-06-10,75,KLM,BOM,FRA,Long-Haul,Premium Economy,Round-Trip,LOWRT,B2C_Website,NDC,2,48258.13,9049.73,114615.72,2107.61,UPI,0,Ticketed,No,3.0,75,114615.72,BOM → FRA,3,Thursday,June,57307.86,Planned,New,0,31-90d,Q4,Mar,New Customer
CLR-01577,2025-01-05,2025-04-09,94,British Airways,DEL,LHR,Long-Haul,Business,Round-Trip,HOWRT,B2B_Agent,GDS,4,173226.77,35904.88,836526.6,10836.01,Credit Card,0,Cancelled,No,2.0,94,836526.6,DEL → LHR,1,Sunday,April,209131.65,Early_Bird,New,1,91-180d,"Q5
(Highest)",Jan,New Customer
CLR-01578,2025-01-25,2025-03-10,44,Condor,CCU,BKK,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,3,18790.98,4032.55,68470.59,2249.48,Credit Card,10,Ticketed,No,4.0,44,68470.59,CCU → BKK,1,Saturday,March,22823.53,Planned,Regular,0,31-90d,Q3,Jan,Repeat Customer
CLR-01579,2025-05-13,2025-06-01,19,KLM,HYD,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,4,46671.98,4070.75,202970.92,4487.58,Agent Credit,0,Ticketed,No,5.0,19,202970.92,HYD → LHR,5,Tuesday,June,50742.73,Short_Term,New,0,8-30d,"Q5
(Highest)",May,New Customer
CLR-01580,2025-05-06,2025-06-04,29,Air Canada,MAA,SIN,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2B_Agent,GDS,3,37625.78,5068.34,128082.36,14181.52,Agent Credit,8,Confirmed,No,3.0,29,128082.35999999999,MAA → SIN,5,Tuesday,June,42694.12,Short_Term,Regular,0,8-30d,Q4,May,Repeat Customer
CLR-01581,2025-05-29,2025-08-21,84,Lufthansa,DEL,CDG,Long-Haul,Economy,Multi-City,HOWRT,B2B_Agent,GDS,3,24707.13,5047.08,89262.63,0.0,Credit Card,0,Ticketed,No,5.0,84,89262.63,DEL → CDG,5,Thursday,August,29754.210000000003,Planned,New,0,31-90d,Q3,May,New Customer
CLR-01582,2025-04-22,2025-07-17,86,American Airlines,BLR,SFO,Long-Haul,Business,Round-Trip,VOWRT,Mobile_App,GDS,2,127571.69,10443.65,276030.68,4065.72,Credit Card,0,Refunded,Meal preference not available onboard,2.0,86,276030.68,BLR → SFO,4,Tuesday,July,138015.34,Planned,New,1,31-90d,"Q5
(Highest)",Apr,New Customer
CLR-01583,2025-08-31,2025-11-05,66,American Airlines,HYD,LHR,Long-Haul,Economy,One-Way,MOWRT,Mobile_App,NDC,2,31546.08,5231.96,73556.08,0.0,Agent Credit,0,Ticketed,No,3.0,66,73556.08,HYD → LHR,8,Sunday,November,36778.04,Planned,New,0,31-90d,Q3,Aug,New Customer
CLR-01584,2025-04-29,2025-08-23,116,KLM,BOM,LHR,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,1,41340.8,6029.22,47370.02,6605.95,Unknown,0,Refunded,No,5.0,116,47370.020000000004,BOM → LHR,4,Tuesday,August,47370.02,Early_Bird,New,1,91-180d,Q2,Apr,New Customer
CLR-01585,2025-09-12,2025-09-23,11,Lufthansa,DEL,LHR,Long-Haul,Economy,One-Way,LOWRT,B2B_Agent,GDS,3,27602.87,3070.8,92021.01,5251.26,Credit Card,0,Confirmed,No,2.0,11,92021.01,DEL → LHR,9,Friday,September,30673.67,Short_Term,New,0,8-30d,Q3,Sep,New Customer
CLR-01586,2025-09-28,2025-11-23,56,Emirates,DEL,YYZ,Long-Haul,Business,Round-Trip,LOWRT,B2C_Website,GDS,2,123213.88,20998.84,288425.44,0.0,UPI,0,Refunded,"Flight delayed by 3 hours, requesting compensation",2.0,56,288425.44,DEL → YYZ,9,Sunday,November,144212.72,Planned,New,1,31-90d,"Q5
(Highest)",Sep,New Customer
CLR-01587,2025-07-21,2025-07-24,3,British Airways,MAA,SIN,Medium-Haul,Economy,Round-Trip,BOWRT,API_Partner,GDS,2,22730.19,4195.46,53851.3,1284.93,Credit Card,0,Confirmed,No,4.0,3,53851.299999999996,MAA → SIN,7,Monday,July,26925.65,Last_Minute,New,0,0-7d,Q2,Jul,New Customer
CLR-01588,2025-05-10,2025-06-26,47,American Airlines,BOM,FRA,Long-Haul,Economy,Round-Trip,EOWRT,Mobile_App,GDS,4,21086.97,4449.26,102144.92,4105.33,Debit Card,0,Refunded,Meal preference not available onboard,2.0,47,102144.92000000001,BOM → FRA,5,Saturday,June,25536.23,Planned,New,1,31-90d,Q4,May,New Customer
CLR-01589,2025-06-02,2025-06-25,23,Air Canada,DEL,LHR,Long-Haul,Economy,Multi-City,BOWRT,Mobile_App,GDS,3,31382.13,4720.36,108307.47,2841.22,Debit Card,11,Ticketed,No,5.0,23,108307.47,DEL → LHR,6,Monday,June,36102.49,Short_Term,Frequent,0,8-30d,Q4,Jun,Repeat Customer
CLR-01590,2025-06-12,2025-07-22,40,KLM,DEL,YYZ,Long-Haul,Business,Round-Trip,MOWRT,API_Partner,GDS,5,159268.47,22666.26,909673.65,17943.44,UPI,0,Ticketed,No,5.0,40,909673.65,DEL → YYZ,6,Thursday,July,181934.73,Planned,New,0,31-90d,"Q5
(Highest)",Jun,New Customer
CLR-01591,2025-11-13,2026-02-13,92,American Airlines,MAA,KUL,Medium-Haul,First,One-Way,HOWRT,B2C_Website,GDS,3,124328.9,12956.11,411855.03,6575.55,Credit Card,0,Ticketed,No,3.0,92,411855.03,MAA → KUL,11,Thursday,February,137285.01,Early_Bird,New,0,91-180d,"Q5
(Highest)",Nov,New Customer
CLR-01592,2025-06-30,2025-08-07,38,Singapore Airlines,BLR,SFO,Long-Haul,Business,Round-Trip,EOWRT,B2C_Website,GDS,2,167640.88,32053.22,399388.2,0.0,UPI,0,Refunded,"Connection time too short, missed connecting flight",1.0,38,399388.2,BLR → SFO,6,Monday,August,199694.1,Planned,New,1,31-90d,"Q5
(Highest)",Jun,New Customer
CLR-01593,2025-06-13,2025-06-24,11,Emirates,DEL,AUH,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,3,17606.06,2388.36,59983.26,0.0,UPI,12,No-Show,No,2.0,11,59983.26000000001,DEL → AUH,6,Friday,June,19994.420000000002,Short_Term,Frequent,0,8-30d,Q3,Jun,Repeat Customer
CLR-01594,2025-03-22,2025-06-15,85,Emirates,HYD,AMS,Long-Haul,Business,Multi-City,MOWRT,API_Partner,NDC,2,117041.28,20895.13,275872.82,0.0,Agent Credit,15,Cancelled,No,3.0,85,275872.82,HYD → AMS,3,Saturday,June,137936.41,Planned,Frequent,1,31-90d,"Q5
(Highest)",Mar,Repeat Customer
CLR-01595,2025-04-22,2025-08-11,111,Condor,BOM,LHR,Long-Haul,Business,Round-Trip,QOWRT,B2B_Agent,NDC,1,150591.78,22540.41,173132.19,375.35,Unknown,7,Ticketed,No,4.0,111,173132.19,BOM → LHR,4,Tuesday,August,173132.19,Early_Bird,Regular,0,91-180d,"Q5
(Highest)",Apr,Repeat Customer
CLR-01596,2025-10-30,2025-12-26,57,KLM,BOM,CDG,Long-Haul,Economy,Round-Trip,EOWRT,B2C_Website,GDS,2,50042.68,4212.52,108510.4,2926.7,Bank Transfer,0,Ticketed,No,4.0,57,108510.4,BOM → CDG,10,Thursday,December,54255.2,Planned,New,0,31-90d,Q4,Oct,New Customer
CLR-01597,2025-05-20,2025-07-20,61,KLM,BLR,FRA,Long-Haul,Economy,Round-Trip,MOWRT,API_Partner,NDC,1,36316.9,7022.0,43338.9,0.0,Credit Card,0,Refunded,No,4.0,61,43338.9,BLR → FRA,5,Tuesday,July,43338.9,Planned,New,1,31-90d,Q2,May,New Customer
CLR-01598,2025-07-14,2025-09-15,63,American Airlines,COK,DOH,Medium-Haul,Premium Economy,One-Way,QOWRT,B2C_Website,GDS,1,19781.24,3489.41,23270.65,1311.69,Agent Credit,13,Refunded,No,4.0,63,23270.65,COK → DOH,7,Monday,September,23270.65,Planned,Frequent,1,31-90d,"Q1
(Lowest)",Jul,Repeat Customer
CLR-01599,2025-11-08,2025-12-05,27,Condor,CCU,BKK,Medium-Haul,Economy,Multi-City,MOWRT,B2C_Website,NDC,2,19866.61,2300.42,44334.06,0.0,Credit Card,13,Ticketed,No,4.0,27,44334.06,CCU → BKK,11,Saturday,December,22167.03,Short_Term,Frequent,0,8-30d,Q2,Nov,Repeat Customer
CLR-01600,2025-01-28,2025-03-15,46,Lufthansa,MAA,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,5,22808.62,4504.67,136566.45,15202.35,Credit Card,0,Ticketed,No,4.0,46,136566.45,MAA → SIN,1,Tuesday,March,27313.29,Planned,New,0,31-90d,Q4,Jan,New Customer
CLR-01601,2025-11-06,2025-12-30,54,Etihad Airways,BLR,CDG,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,NDC,1,34080.94,4963.34,39044.28,0.0,Credit Card,0,Confirmed,No,3.0,54,39044.28,BLR → CDG,11,Thursday,December,39044.28,Planned,New,0,31-90d,Q2,Nov,New Customer
CLR-01602,2025-02-19,2025-04-02,42,British Airways,MAA,KUL,Medium-Haul,Economy,One-Way,BOWRT,API_Partner,GDS,1,11687.15,2072.81,13759.96,0.0,Credit Card,18,Ticketed,No,4.0,42,13759.96,MAA → KUL,2,Wednesday,April,13759.96,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Feb,Repeat Customer
CLR-01603,2025-09-04,2025-09-15,11,Singapore Airlines,BLR,FRA,Long-Haul,First,Round-Trip,HOWRT,B2C_Website,NDC,1,284333.94,52716.75,337050.69,3275.07,Agent Credit,0,Confirmed,No,4.0,11,337050.69,BLR → FRA,9,Thursday,September,337050.69,Short_Term,New,0,8-30d,"Q5
(Highest)",Sep,New Customer
CLR-01604,2025-01-14,2025-05-06,112,Condor,DEL,YYZ,Long-Haul,Economy,Round-Trip,EOWRT,B2C_Website,GDS,4,40352.4,4486.85,179357.0,1713.63,Credit Card,0,Ticketed,No,4.0,112,179357.0,DEL → YYZ,1,Tuesday,May,44839.25,Early_Bird,New,0,91-180d,"Q5
(Highest)",Jan,New Customer
CLR-01605,2025-03-22,2025-05-14,53,Air Canada,HYD,LHR,Long-Haul,Business,Round-Trip,QOWRT,B2C_Website,GDS,1,151194.29,31079.69,182273.98,301.35,Credit Card,0,Ticketed,No,3.0,53,182273.98,HYD → LHR,3,Saturday,May,182273.98,Planned,New,0,31-90d,"Q5
(Highest)",Mar,New Customer
CLR-01606,2025-06-08,2025-09-21,105,Air France,BLR,CDG,Long-Haul,Premium Economy,One-Way,VOWRT,B2B_Agent,NDC,2,31781.55,6566.93,76696.96,13896.52,Agent Credit,0,Ticketed,No,4.0,105,76696.95999999999,BLR → CDG,6,Sunday,September,38348.48,Early_Bird,New,0,91-180d,Q3,Jun,New Customer
CLR-01607,2025-08-07,2025-09-25,49,Lufthansa,COK,DOH,Medium-Haul,Business,One-Way,LOWRT,B2B_Agent,GDS,1,76625.69,10879.01,87504.7,3685.17,Credit Card,0,Confirmed,No,4.0,49,87504.7,COK → DOH,8,Thursday,September,87504.7,Planned,New,0,31-90d,Q3,Aug,New Customer
CLR-01608,2025-02-08,2025-03-25,45,Etihad Airways,DEL,LHR,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,1,19480.43,4186.5,23666.93,0.0,Credit Card,16,No-Show,No,5.0,45,23666.93,DEL → LHR,2,Saturday,March,23666.93,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Feb,Repeat Customer
CLR-01609,2025-11-01,2025-11-11,10,American Airlines,BOM,LHR,Long-Haul,Business,Multi-City,HOWRT,B2C_Website,NDC,1,137600.58,22691.68,160292.26,0.0,Credit Card,0,Ticketed,No,4.0,10,160292.25999999998,BOM → LHR,11,Saturday,November,160292.26,Short_Term,New,0,8-30d,Q4,Nov,New Customer
CLR-01610,2025-11-01,2026-01-28,88,American Airlines,BLR,CDG,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,27471.58,5246.26,32717.84,1411.3,Debit Card,15,Ticketed,No,4.0,88,32717.840000000004,BLR → CDG,11,Saturday,January,32717.84,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Nov,Repeat Customer
CLR-01611,2025-05-21,2025-07-26,66,Emirates,BOM,FRA,Long-Haul,Economy,Multi-City,QOWRT,Mobile_App,NDC,2,30020.92,4472.78,68987.4,13483.44,Credit Card,1,Confirmed,No,4.0,66,68987.4,BOM → FRA,5,Wednesday,July,34493.7,Planned,Occasional,0,31-90d,Q3,May,Repeat Customer
CLR-01612,2025-04-28,2025-06-16,49,British Airways,DEL,AUH,Medium-Haul,Economy,One-Way,LOWRT,B2B_Agent,GDS,1,23734.49,2863.87,26598.36,0.0,UPI,0,Confirmed,No,4.0,49,26598.36,DEL → AUH,4,Monday,June,26598.36,Planned,New,0,31-90d,"Q1
(Lowest)",Apr,New Customer
CLR-01613,2025-04-14,2025-06-01,48,American Airlines,COK,DOH,Medium-Haul,Premium Economy,Round-Trip,YOWRT,B2C_Website,GDS,2,31851.84,6996.4,77696.48,0.0,UPI,0,Cancelled,Coupon status shows used but passenger never flew,2.0,48,77696.48,COK → DOH,4,Monday,June,38848.24,Planned,New,1,31-90d,Q3,Apr,New Customer
CLR-01614,2025-10-10,2025-10-29,19,Condor,MAA,DXB,Medium-Haul,Economy,Round-Trip,BOWRT,Mobile_App,NDC,2,17877.75,3464.95,42685.4,1367.64,Agent Credit,11,Ticketed,No,4.0,19,42685.4,MAA → DXB,10,Friday,October,21342.7,Short_Term,Frequent,0,8-30d,Q2,Oct,Repeat Customer
CLR-01615,2025-12-18,2026-03-11,83,Air Canada,MAA,KUL,Medium-Haul,First,One-Way,YOWRT,B2C_Website,GDS,1,117999.4,9724.39,127723.79,0.0,UPI,8,Ticketed,No,4.0,83,127723.79,MAA → KUL,12,Thursday,March,127723.79,Planned,Regular,0,31-90d,Q4,Dec,Repeat Customer
CLR-01616,2025-06-29,2025-08-23,55,KLM,MAA,DXB,Medium-Haul,Economy,Round-Trip,QOWRT,B2C_Website,NDC,3,10798.04,2075.56,38620.8,4741.27,UPI,0,Ticketed,No,4.0,55,38620.8,MAA → DXB,6,Sunday,August,12873.6,Planned,New,0,31-90d,Q2,Jun,New Customer
CLR-01617,2025-04-13,2025-07-11,89,Air France,DEL,SIN,Medium-Haul,Economy,Round-Trip,BOWRT,API_Partner,NDC,1,22797.27,4841.64,27638.91,0.0,UPI,0,Ticketed,No,4.0,89,27638.91,DEL → SIN,4,Sunday,July,27638.91,Planned,New,0,31-90d,"Q1
(Lowest)",Apr,New Customer
CLR-01618,2025-06-12,2025-08-01,50,Condor,DEL,SIN,Medium-Haul,Economy,One-Way,HOWRT,API_Partner,GDS,4,11814.71,1886.61,54805.28,0.0,Credit Card,0,Confirmed,No,4.0,50,54805.28,DEL → SIN,6,Thursday,August,13701.32,Planned,New,0,31-90d,Q2,Jun,New Customer
CLR-01619,2025-10-17,2025-10-22,5,American Airlines,HYD,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,46710.8,8726.24,110874.08,0.0,Credit Card,0,Ticketed,Infant ticket pricing seems incorrect,2.0,5,110874.08,HYD → LHR,10,Friday,October,55437.04,Last_Minute,New,0,0-7d,Q4,Oct,New Customer
CLR-01620,2025-05-05,2025-08-08,95,Air Canada,DEL,AUH,Medium-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,2,16183.64,2787.66,37942.6,4431.66,Credit Card,0,Refunded,No,4.0,95,37942.6,DEL → AUH,5,Monday,August,18971.3,Early_Bird,New,1,91-180d,Q2,May,New Customer
CLR-01621,2025-06-13,2025-09-25,104,British Airways,DEL,AUH,Medium-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,1,18697.82,1617.46,20315.28,0.0,Agent Credit,0,Cancelled,No,5.0,104,20315.28,DEL → AUH,6,Friday,September,20315.28,Early_Bird,New,1,91-180d,"Q1
(Lowest)",Jun,New Customer
CLR-01622,2025-07-27,2025-09-14,49,British Airways,DEL,LHR,Long-Haul,Premium Economy,One-Way,HOWRT,B2C_Website,GDS,1,74070.49,15976.19,90046.68,0.0,Credit Card,18,Ticketed,Baggage not received at destination,3.0,49,90046.68000000001,DEL → LHR,7,Sunday,September,90046.68,Planned,Frequent,0,31-90d,Q3,Jul,Repeat Customer
CLR-01623,2025-03-12,2025-03-29,17,Air France,MAA,DXB,Medium-Haul,Economy,One-Way,LOWRT,API_Partner,GDS,2,18318.69,2254.76,41146.9,832.03,Bank Transfer,0,Ticketed,No,3.0,17,41146.899999999994,MAA → DXB,3,Wednesday,March,20573.45,Short_Term,New,0,8-30d,Q2,Mar,New Customer
CLR-01624,2025-07-26,2025-09-02,38,Etihad Airways,MAA,DXB,Medium-Haul,Business,Round-Trip,QOWRT,B2B_Agent,NDC,3,30283.7,5515.78,107398.44,1274.22,UPI,0,Ticketed,No,5.0,38,107398.44,MAA → DXB,7,Saturday,September,35799.48,Planned,New,0,31-90d,Q4,Jul,New Customer
CLR-01625,2025-12-26,2026-01-27,32,Air France,BOM,CDG,Long-Haul,Business,One-Way,YOWRT,API_Partner,NDC,4,97365.18,21050.86,473664.16,27355.6,Debit Card,0,Confirmed,No,3.0,32,473664.16,BOM → CDG,12,Friday,January,118416.04,Planned,New,0,31-90d,"Q5
(Highest)",Dec,New Customer
CLR-01626,2025-10-24,2025-12-28,65,Condor,BOM,FRA,Long-Haul,Economy,Round-Trip,MOWRT,API_Partner,GDS,1,53864.28,11542.82,65407.1,3013.24,Agent Credit,0,Refunded,No,4.0,65,65407.1,BOM → FRA,10,Friday,December,65407.1,Planned,New,1,31-90d,Q3,Oct,New Customer
CLR-01627,2025-05-10,2025-06-21,42,Lufthansa,BOM,LHR,Long-Haul,Economy,One-Way,BOWRT,B2B_Agent,GDS,4,33371.72,3264.16,146543.52,10935.04,Debit Card,0,Refunded,No,4.0,42,146543.52000000002,BOM → LHR,5,Saturday,June,36635.88,Planned,New,1,31-90d,Q4,May,New Customer
CLR-01628,2025-06-08,2025-08-10,63,American Airlines,BOM,LHR,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,3,35037.65,3938.78,116929.29,884.33,Credit Card,0,Confirmed,No,4.0,63,116929.29000000001,BOM → LHR,6,Sunday,August,38976.43,Planned,New,0,31-90d,Q4,Jun,New Customer
CLR-01629,2025-08-18,2025-08-30,12,American Airlines,DEL,YYZ,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,2,53823.61,9446.38,126539.98,12398.56,Credit Card,19,Ticketed,No,4.0,12,126539.98,DEL → YYZ,8,Monday,August,63269.99,Short_Term,Frequent,0,8-30d,Q4,Aug,Repeat Customer
CLR-01630,2025-08-26,2025-11-06,72,Air Canada,BOM,DXB,Medium-Haul,Economy,One-Way,BOWRT,B2C_Website,GDS,1,15552.15,2537.99,18090.14,1853.91,Credit Card,0,Cancelled,No,5.0,72,18090.14,BOM → DXB,8,Tuesday,November,18090.14,Planned,New,1,31-90d,"Q1
(Lowest)",Aug,New Customer
CLR-01631,2025-05-19,2025-05-20,1,Lufthansa,HYD,AMS,Long-Haul,Premium Economy,One-Way,MOWRT,B2B_Agent,NDC,1,37490.61,4035.64,41526.25,3049.68,Agent Credit,0,Confirmed,No,3.0,1,41526.25,HYD → AMS,5,Monday,May,41526.25,Last_Minute,New,0,0-7d,Q2,May,New Customer
CLR-01632,2025-11-18,2026-01-04,47,Emirates,BLR,FRA,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,41806.44,6420.75,48227.19,0.0,Debit Card,20,Confirmed,No,4.0,47,48227.19,BLR → FRA,11,Tuesday,January,48227.19,Planned,Frequent,0,31-90d,Q2,Nov,Repeat Customer
CLR-01633,2025-05-08,2025-05-28,20,Emirates,DEL,YYZ,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,NDC,2,34017.34,4790.27,77615.22,4234.56,UPI,0,Ticketed,No,4.0,20,77615.22,DEL → YYZ,5,Thursday,May,38807.61,Short_Term,New,0,8-30d,Q3,May,New Customer
CLR-01634,2025-03-19,2025-06-01,74,Air Canada,MAA,KUL,Medium-Haul,Premium Economy,Round-Trip,QOWRT,B2B_Agent,NDC,1,19203.68,3865.44,23069.12,2272.17,Credit Card,0,Confirmed,No,3.0,74,23069.12,MAA → KUL,3,Wednesday,June,23069.12,Planned,New,0,31-90d,"Q1
(Lowest)",Mar,New Customer
CLR-01635,2025-04-06,2025-04-11,5,KLM,COK,DOH,Medium-Haul,Economy,One-Way,MOWRT,Mobile_App,GDS,1,18146.84,2319.46,20466.3,541.23,Credit Card,0,Confirmed,No,5.0,5,20466.3,COK → DOH,4,Sunday,April,20466.3,Last_Minute,New,0,0-7d,"Q1
(Lowest)",Apr,New Customer
CLR-01636,2025-07-23,2025-09-13,52,British Airways,BOM,LHR,Long-Haul,Business,Round-Trip,BOWRT,B2B_Agent,GDS,4,127145.97,25062.62,608834.36,8730.22,Credit Card,0,Ticketed,No,4.0,52,608834.36,BOM → LHR,7,Wednesday,September,152208.59,Planned,New,0,31-90d,"Q5
(Highest)",Jul,New Customer
CLR-01637,2025-06-12,2025-08-26,75,Air France,MAA,SIN,Medium-Haul,Premium Economy,Round-Trip,MOWRT,API_Partner,NDC,1,25208.42,3039.09,28247.51,0.0,Debit Card,0,Confirmed,No,4.0,75,28247.51,MAA → SIN,6,Thursday,August,28247.51,Planned,New,0,31-90d,"Q1
(Lowest)",Jun,New Customer
